	text	label
4112	its called a joke we used to tell them before people became offended by everything	0
4113	him the dishwasher is acting weird her whats it doing him chopping fucking vegetables	0
4114	florida schools are forcing students to stand during national anthem if you support this please like and share	0
4115	i got kicked out of hogwarts for using black magic	1
4116	im not only smart im streetsmart oh sure youre street smart sesame street smart	0
4117	there was no other way why my wife and i decided to abort our unborn gay son	1
4118	when people keep calling you a terrorist but you identify as a firework	0
4119	all races unite against islam	1
4120	bigbird singing to child on seasame street	0
4121	this is vitiligo the same disease that michael jackson suffered from	0
4122	i dont have time to be racist when i have my american muscle with four working tires	0
4123	and then i said mr president theres no walmarts in north korea only targets	1
4124	things white people do mass shootings smoke meth fuck their family members fuck animals steal from blacks lie about being racist suck as sports	1
4125	when hes muslim and asks you to role play	1
4126	michelle obama angry monkey	1
4127	time to put the panic back in hispanic	1
4128	what are they fighting over is it a he cut him off b he stole his girl c he ran into him dtheyre just play fighting for funsies	0
4129	up his sleevies where did hitler where keep his armies	0
4130	oh man my parents are going to kill me	0
4131	handjobs sold seperately	0
4132	you know youre white trash hoes that talk too much shit stop acting like an innocent victim	1
4133	wax figure reconstruction of anne frank	0
4134	i had twins with my third husband which i conceived while married to my first husband and delivered while married to my second husband who adopted them before i divorced him and married my third husband but that was then now im married to my fourth husband im just an evangelical who believes in the sanctity of marriage	0
4135	what is that wonderful smell it smells like caramel oh today we burnt the diabetics	1
4136	when someone drops a penny	1
4137	muslims conservatives hating jews	1
4138	sen mitt romney wall declaration lets make this his last term utah voted against trumps emergency	0
4139	the tranny your you been girlfriend fucking	1
4140	bitch please we both know thats a lie	0
4141	old yearbook photo of a cute child	0
4142	why do asians have eyes like this isnt it hard to see	1
4143	you cant handle the truth	0
4144	start the car i just peed on hillarys leg	0
4145	hurry up barack will be home soon	1
4146	that look when you find out your husband isnt coming home from the mosque	1
4147	is your name winter because youll be coming soon	0
4148	when you and ya partner think theres no donuts left but theres two	0
4149	the look after you told your mom you cleaned your room	0
4150	no islam in europe go home	1
4151	what do you call a group of inspectors your chain of command fears the orsemen of the apocalypse	0
4152	patty cake patty cake butthole hand i got tourettes syndrome chicken fucked ham	0
4153	the hardest part of breaking up with her is having to drop the bomb on her twice before she gets it	0
4154	when you realize what you walked into	0
4155	selfish people never notice how you live and die they never notice your love and care towards them they notice when you left them and they realise they cant use you anymore	0
4156	baby look like he pay his own child support	0
4157	took my wife to subway today i asked the girl to make me a sandwich she said no problem i turned to my wife and said now how mutherfuckin hard was that	1
4158	never forget you said i am the proof you have forgotten	1
4159	cop am i pronouncing this right kfc guy its allen cop ok grape soda	1
4160	rotissified	0
4161	if this makes you a citizen does this make him family	0
4162	black girl with green contacts bitch stop it you look like an xbox	1
4163	am i allowed to watch excuse me miss the cowboys game here of course sir it is 2019 youre allowed to be gay anywhere	0
4164	muslim nibba lost his bag help to find	1
4165	never forget the holocaust	0
4166	this is what rich white trash looks like and its time to take out the trash	1
4167	white people walked on all fours before black people came and showed them how to stand up	1
4168	oh herro preeze welcome to shitty wok can i take your order preeze	1
4169	cheers to all my haters be patient so much more is coming	0
4170	pedal faster patrick the owners are coming	1
4171	we are all suffering	0
4172	my wifes sister tried to kill me yesterday what kind of sick bitch puts chloroform on her dirty panties	0
4173	tired of bitches running from the dick i give you the clamp that bitch down 3000	1
4174	white trash nation	1
4175	when you have no stress weighing you down	0
4176	liberals japan has gun control without issues what makes you think it cant work here in the usa me whispering black people	1
4177	they see them rollin they hating	0
4178	i dont see color or race because i make sure to surround myself only with white people	1
4179	when youre going 90 mph in a school zone and the preschoolers are crossing the street this is where the fun begins	0
4180	and so it begins pedophelia was always the end game of gay marriage we christians tried to warn you	1
4181	this head diaper is proof indians have poo poo in their brains still not defamation	1
4182	meanwhile at the isis strip club	0
4183	let me play with the muslims	1
4184	ratchet strap	1
4185	west side east side genocide	0
4186	welcome we are a muslim brotherhood	0
4187	black people anything that doesnt belong to them	1
4188	retarded all stars retarded team of the week	1
4189	smirked at an adult media coverage 30 days shot up a school media coverage 2 days	0
4190	if you lick a womans clit for 20 minutes she will revert to factory settings and alls forgiven	1
4191	snuffy and big bird discuss the most efficient way to rape the drugged man hush child	0
4192	if this is banned in islamic countries in western countries shouldnt this be banned	0
4193	cheers to all the people who can change their minds when presented with information that contradicts their beliefs	0
4194	when you walk into the waiting room at the ford service dept	0
4195	i only wear silk panties cotton ones remind me of slavery	0
4196	turn for what	0
4197	when you are that ugly you dont have a choice	0
