	text	category
5036	removes polish with chemicals nobody bats an eye removes polish with chemicals everybody lose his shit	1
5037	why can't you play uno with a mexican? because they'll steal all the green cards	1
5038	i never dated my cuz'n i fucked him but we never dated	0
5039	run forrest!!! run!!! :d	1
5040	if you have a problem with me..call me if you don't have my number, then that means you don't know me well enough to have a problem	0
5041	men and women are sacrificing their lives doing this so that we can live peacfully in the comfort of our homes	0
5042	the older we get the sleepier we are	0
5043	multiculturalism increases our unity and we are stronger together	0
5044	"mexican word of the day: wheelchair. ""me and juan only had one taco but that's ok, wheelchair."""	0
5045	don't shoot i'm unarmed	0
5046	i make everyone the way they are oh, you're gay? i'm going to burn you in hell for eternity	1
5047	muslims protesting rascism in front of headquaters	0
5048	almost all terrorism is sponsored by saudi arabia before the solution to terrorism after problem solved	1
5049	is that guy hurting a goat? let's stop this animal abuse	0
5050	safe sex isis style	0
5051	when the plantation owner invites you to a hunting session but everyone has a rifle except for you. hol up	1
5052	i long for politcal correctioness when kids were allowed to play livestock management technicians and indigenous people	0
5053	"""i'm arresting you for the crimes you will commit in the future"""	0
5054	feeling fresh for picture day	0
5055	7 in 10 people in prison are registered democrats when you can't beat trump with law abiding citizens you enlist felons..	0
5056	i don't usually act like an asshole... ...but when i do, i'm probably fucking with someone from the shallow gene pool	0
5057	the difference between moderate muslim and radical muslim follow my allah or i kill you! follow my allah or he kill	1
5058	hope and change i built that	0
5059	when she calls you a 40sec man but she paid own bride price to marry you	0
5060	you rape em we scrape em no fetus can defetus	0
5061	yeah, i'm into fitness fitness whole pizza in my mouth	0
5062	i just realized that all i can be is true to myself not matter what	0
5063	fuck you muhammed is a pig fucker!	1
5064	happy birthday keep it classy...no wine from a box	0
5065	"""i'm arresting you for the crimes you will commit in the future"""	1
5066	a good american is a dead american	1
5067	the best game of all time farming simulator 1848	0
5068	happy birthday michael j fox	0
5069	how do you turn a fruit into a vegetable? turn up the amps	0
5070	dark humor is like hitler some people call it wrong, but i find it completely justified	1
5071	god created this not that	1
5072	my black boy friend	0
5073	i haven't done anything in washington for almost 50 years joe biden in lowa ...june 2019 if you elect me president this time, i'll cure cancer	0
5074	stop being a little bitch	1
5075	i win again! game center	0
5076	do you have any idea how fast you were going	0
5077	i may be blind but at least im alive	0
5078	oh boy can't wait to clean myself up in the showers that the guards are taking us to!	0
5079	this is called a mushroom cloud	0
5080	rashida tlaib in traditional 'palestinian garb	0
5081	showing skin '' since you don't have anything else to offer ''	0
5082	yes... i'm 1/2 goat, on my mother's side	0
5083	why don't jews eat pussy? because it's too close to the gas chamber	1
5084	back in my day, you were either america first or a pinko commie nowadays they call themselves liberals, progressives, socialists and such.. but you know what, pilgrim? they're still pinko commies	0
5085	spongebob and patrick look like they're having a rough day	0
5086	if you're gonna go boating go with a party not by yourself	0
5087	beer goggles helping fat chicks get laid for thousands of years	1
5088	she said girls run the world... so i told her get back in the kitchen	1
5089	do you hate rapist? and child molesters? and people who think their race is superior to all? oh , so you hate muslims too huh. good shit	1
5090	when you walk into the waiting room at the ford service dept	0
5091	muslims have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one !	1
5092	mandatory vaccinations with no exemptions i do nazi the problem.....	0
5093	the hardest part of breaking up with her is having to drop the bomb on her twice before she gets it	0
5094	when you haven't stolen anything in a week	1
5095	yep still your president	0
5096	what if i told you the big dipper is not a constellation	0
5097	got any choc isis ?	1
5098	some people are like old tvs they need to be slapped a few times to get the fucking picture	0
5099	the fresh prince	0
5100	when you forgo history and embrace diversity	0
5101	when the villagers ask what no shave november is	0
5102	please help these kids locate their father	0
5103	didn't stand during the national anthem.. no one said a word... #whiteprivilege	1
5104	this just in caitlyn jenner claims bruce fondled her for decades	1
5105	i don't see color or race because i make sure to surround myself with a diverse group of people	0
5106	"i realized i might have a road rage problem when my son started yelling ""pick a lane asshole"" in the grocery store"	0
5107	no racism	0
5108	understanding the difference nazism hollywood's inverted depiction of national socialism national socialism	0
5109	when youve finally had enough of your autistic brother, you decide to sell him to the local pedophile	1
5110	well it's obvious that robert mueller is a russian	0
5111	this is a long train but it's still smaller than the ones we ran on your mom in high school	0
5112	the face my parents make when i bring home a new pet hamster	0
5113	get the fuck out now you anti trump liberals	0
5114	how you feel after reading owen's mortification of sin	0
5115	"hitler be like ""you sure i killed 6 million? they aint up here"	1
5116	trump before he was a born again christian	0
5117	a black chinese now i can die in peace chigga	1
5118	my thai girlfriend says a small penis shouldnt be a problem in a loving relationship but i still wish she didnt have one	1
5119	why are we walking? your mom woke up mad son	0
5120	stevie wonder cant read? no shit, he's black	1
5121	the only time it's ok to finger your sister	1
5122	pull up pull up gas	0
5123	america will never be a socialist nation!! what the hell? oh shit	0
5124	dad why do we stink? so blind people can hate us too, son	1
5125	women should date men with beards beacuse growing a beard takes patience the kind of patience it takes to deal with your shit	0
5126	when the deaf kid insults you with sign language, so you break his fingers modern problems require modern solutions	1
5127	tattoos are bad for your health i know 5 million people that had tattoos and they all died	1
5128	when you have a second hobby no one knows about	0
5129	it might look fucked up, but her handjobs are fucking unbelievable	1
5130	bruce jenner's cat	1
5131	i threw my new muslim neighbors a house-warming party the police called it arson...whatever	1
5132	we broke up but she said we could still be cousins	0
5133	"my girlfriend just freaked me out she gave me blowjob but insisted on roleplaying as a 14 year old. fucking weird and gross i was like, ""you're going to be 14 in a couple of years anyway, what's the rush?"""	0
5134	when you step on landmine but you do not weigh enough	1
5135	"""islam is love!"" - ariana grande yeah. if you're a goat"	1
5136	when your kitten can't find a box	0
5137	this is you liking ur own fb post	0
5138	your girlfriend the tranny you been fucking	1
5139	dispatch, we have a code 1, scared white bitch, over	1
5140	when you don't have to see your ex future mother-in-lav anymore	0
5141	gets mad about film portraying muslims as murderous savages responds by being a murdering savage	1
