text	category
isis glory hole	1
for the last time.. i'm not michelle obama	1
laundry day	0
in other contries in porkistan	1
would you help give a push if you were ask	0
open you hand tyrone, i know you stole it	1
if black lives really mattered.. they'd stop shooting eat other!	1
speaking to the house	0
i will not let america turn into another nation of islam !!!!!!	1
feeling bored, let's go to a mosque	0
if a man remembers the color of your eyes after a first date you have small boobs	1
we had a major crisis	0
i too was once a male trapped in a female's body but then i was born	0
if this makes you a citizen does this make him family?	0
i saw her standing there and i told her she had three beautifull children. she did't have to get all pissed off and threaten me. it was an honest mistake	1
happy anniversary to that time you headbutted your way out of a vagina	0
give it back tyrone... i know you took it	0
see the difference? negro real jews european fake jews	1
1/1024th native american 1024/1024th your president	0
do you think a terrorist has or could infiltrate our goverment ???	1
you call me a goat fucker that is racist	0
when you lose your first boxing match	0
ask that dumb ass question again and i'll head out	0
you see an innocent child i see the perpetuation of systematig oppression	0
goes on tinder instead of match.com	0
"how high are you no officer, its ""hi, how are you""?"	0
now i know why bitches raise their one leg up!	1
le 40% suicide rate has arrived	0
michelle obama sighted sun bathing in afghanistan	0
hey, i just met you, and this is crazy i forgot the condom, so anal maybe?	0
"when she says ""don't cum in me"" but but you know she'll make a great single mother"	0
about to explode l with pride now that his daughter can go to school	0
history teacher: 6 million jews died during wwii me:	1
every modern rap album cover	0
i'm gonna be honest i don't much care for the chinese	1
please send us your thoughts and prayers	0
if it has tires or tits you're gonna have problems with it	1
i'm at the camp and i still can't concentrate	1
"i said ""a glass of juice""."	0
who needs a human interaction when you've got a loyal animal companion	1
watch out i'll put a bomb in your car	1
if you're protesting against this man visiting the uk. ...but protesting for this woman to return to the uk.. ...then you're a special kind of stupid	0
me and the boys after killing innocent people in a bomb blast	1
socialists want to disarm us and make us use trains no thanks, i've seen where that leads, i'll keep my car	1
jesus christ may have 2,000 people with 5 loaves of bread and 2 fish. but adolf hitler made 6 million jews toast	1
this moment changed the world	0
dad, i've had too much to drink again	0
that's black people for ya what did you expect	1
when you see your girl with another man	0
"""you wouldn't stop me if i was a polar bear."""	0
we'll kill you over some trivial shit then fucking mock your dying words	1
when it's your first day in prison and you accidentally drop the soap but it lowkey wasn't an accident this is when the fun begins	0
over 5,000 years of eating bread and in less than a decade everyone is allergic to gluten	0
9's on the stock bottom no your ls cant do that! wait, im ls swapped..	0
yes, this is she	0
designed for maximum concentration	1
who burnt that popcorn ?	0
bruce was limber, bruce was quick. but bruce went liberal and lost his dick	1
scientist: ...my invention can create matter in all three forms. gas, liquid, and solid my asshole: you know, i'm something of a scientist myself	0
911 three white kids in the park planning the next school shooting two can play that game	1
goofy fuckin black people	1
you're not wrong you're just an asshole	0
when you tease your husband in public	0
way over there is where you go with that bullshit	0
what if i told you it's racist to assume white people are racist	0
when you stoned your 3rd wife yesterday and you're lonely ankle compilaion	0
when muslim nibbas see a extra ticc goat in the neighborhood	1
march against muslims 6 million dogs in britain 3 million muslims dogs lives matter we demand muslim free zones i lost my job as a sniffer dog because muslim racists say i'm 'unclean'	1
people with dwarfism arguing	0
if i become a superhero would i be an ex-men or a trans-former	0
the pope says trump is not a christian because christians dont build walls vatican walls are 40 feet high	0
all men are pigs women are equal to men	1
close up portrait of a serious black man	0
i will rise but i refuse to shine	0
house of god	0
vote for me free kfc, grape kool aid, & watermelon	0
but then again this is too good, ekse	0
when mom dresses you for picture day	0
thats a little savage	1
ernie leaves letter clues about what type of minority is locked in his oven	1
it's gettin hot in here so take off all ur clothes	1
another khuuun tiger woods claims hes not black despite his father being black	1
thinking about avdol's death remembering he was a muslim	1
if being racist means i don't want my country turned into a pile of rocks	0
