	Unnamed: 0	text	label
3625	3625	how black people became christians	0
1912	1912	1 bomb every minute	1
4947	4947	person i chase: *shows clear signs he doesn't want to do anything with me* me: i'm gonna pretend i didn't see that	0
8830	330	nein danke i'm very happy with my gas supplier	0
4098	4098	"only in america could these people consider themselves the ""master race"""	0
6300	6300	he went to jail for your sins	0
4968	4968	ach!! thats my car volkswagen cars produce more gaz than expected	1
5050	5050	safe sex isis style	0
3888	3888	i put the ape in rape	0
3334	3334	the look he gives you when you're the new sheik in town	0
487	487	when each letter is a mental disorder	0
1381	1381	it is disgusting to laugh at gender dysphoria	0
7943	7943	this is what happens when you don't spank your kids..	0
1373	1373	30 seconds into chloroform and chill and she gives you this look	0
6038	6038	nothing more beautiful than ironed clothes	0
4332	4332	face down. ass up. that's the way we like allah	1
5761	5761	when you dress up for dinner at your girlfriend's house parent's house	0
447	447	white people doing weird shit black people being criminals stereotypes they exist for a reason	1
3225	3225	when i grow up.. lol nevermind	0
5227	5227	slice and dice n1gg3r	1
3434	3434	when she asks you to send a dick pic and your dick is in her mom's mouth	0
8239	8239	nationalism is beauty feminism isn't	1
9120	620	what does each flag represent?	0
4138	4138	you've heard of elf on a shelf, now get ready for	0
4531	4531	go ahead call the cops they can't unrape you	0
7179	7179	bruce jenner's dog	0
7756	7756	when your baby is small enough to fit in a shoe box so you take advantage of cute baby pictures	0
6963	6963	we're just here to post shit we find funny please know that if that offends you, we find that shit funny also	0
5384	5384	"for those of you ignorant to history there has already been a ""march for our lives"" and they were already disarmed!"	0
340	340	don't get me started about your tranny problems	0
6321	6321	when each letter is awesome	0
4681	4681	that face she makes when ahmed hits the g-spot	0
6193	6193	look! a beautiful muslim woman	0
454	454	pauline hanson warns: obey our our rules our rules or go back where you came from!	0
5408	5408	fuck turks 1915 never again armenian for life	1
793	793	happy and in love	0
1715	1715	there are 350,000 churches in america so why are there 200,000 people sleeping on the streets	0
2261	2261	this is what happens when white people lose white privilege	1
4488	4488	i will not look at her tits because she is my friend said no man ever	0
7605	7605	domestic abuse is not a laughing matter	0
8679	179	"""white privilege the privilege of being called ""racist"" by other people who see nothing else about you except the color of your skin"	1
2803	2803	it's gettin hot in here so take off all ur clothes	1
1458	1458	when your boss asks why you need to leave early bro, i'm straight-up not having a good time	0
638	638	black people anything that doesn't belong to them	0
4719	4719	chelsea clinton.. so ugly that when she gives head, it counts as anal	0
6782	6782	when some body adds another plate to the sink while i'm washing the dishes	0
4527	4527	cannibalism	1
2104	2104	mandatory work without exemptions. i do nazi see the problem..	0
7688	7688	"why isn't there a black guy in the clue board game? because then it would be called ""solved"""	1
6884	6884	no nut november champion	1
8272	8272	the porn again christian	0
7362	7362	your pug is cute as hell that's my son	0
8382	8382	"allah akbar! islam is the only religion where shouting its ""slogan"" makes people think they are about to die in a terrorist attack"	1
5425	5425	a wife is like a hand grenade remove the ring, and your house is gone	0
3615	3615	"""if that fuckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"	0
6473	6473	never let anyone tell you what you can or cannot do. just look at beethoven. everyone told him he would never be a musician, just because he was deaf but did he listen?	1
2307	2307	i'm a gnigger and you've been robbed	1
2650	2650	original black friday sale	0
1902	1902	"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""	0
8856	356	when your wife just died giving birth to your daughter and you're alone in the room with your naked just born daughter	0
8135	8135	nein shawty its ya bday anne frankly i hope you celebrate it with bae	1
8104	8104	what if i told you common core was purposely designed to be confusing and frustrating so parents will look ignorant and children will get confused and feel stupid because uneducated kids who've been programmed to depend on the state for answers make much better conformist debt slaves in the future	0
5308	5308	how to get a black guy to see his baby	0
3351	3351	the father of christianity pagan sun-worship constantine	0
3883	3883	playboy offered her a million dollars to pose nude nat geo offered her the same	1
2113	2113	official white house holiday ornaments	0
6921	6921	happy pride month let's go beat up lesbians	1
1862	1862	halal... is it meat you're looking for?	0
7788	7788	if trump gets elected, i'm leaving the country! like and share if you think i should leave	0
2299	2299	the rosenbergs were executed 1953 for selling nuclear secrets to russia the clintons actually sold nuclear material for development of weaponsto russia	0
2137	2137	under section 44 of the australian constitution any person having allegiance to a foreign power is not entitled to a seat in our government. the un is foreign power	0
753	753	piggy back ride racing with friends is one way to get your cardio	0
5137	5137	this is you liking ur own fb post	0
1095	1095	"dear ""mrs.imtoogoodtoanswermydms"" this will be the last dick pic i ever send your ass. it's been 6 months and still no nudes, don't deserve it. know you got my last dick pic, i put the filter on it perfect"	0
2864	2864	knowing white people, that's probably the babies father	0
4433	4433	girl problems? throw acid on that bitch	1
8723	223	fuck the catholics fuck the catholic church fuck the pope	1
5554	5554	kids in africa dancing and having a good time	0
7629	7629	how you show up for the pta meeting when you know your kid has been a little shit	0
5078	5078	oh boy can't wait to clean myself up in the showers that the guards are taking us to!	0
150	150	making america white again	0
3939	3939	pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo	1
5435	5435	take them to the zoo they said they'll learn something new they said	0
7424	7424	retarded you are kill yourself u must	1
439	439	throwing off a gay one with the boys	1
4386	4386	watch out i'll put a bomb in your car	1
813	813	why does the goat look wiser	0
4476	4476	eat have more more bacon sex?	0
84	84	"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink"	0
3047	3047	this is a stonger man than any one can hope to be	0
3335	3335	daily activity log i got this	0
3352	3352	if she wears this out in public she is on section 8 and she steals	1
1121	1121	"just banged a girl that stutters finished before she could say ""no"""	1
3849	3849	greetings white person time to die	1
7622	7622	mississippi wind chime	0
5316	5316	happy pride month y'all disney proudly presents the gentleman and the tranny	1
8351	8351	"when i was in high school i got braces a friend told me, ""you're so black, even your teeth are behind bars,"""	1
2035	2035	with black power comes no responsibility	1
449	449	happy and stupid	0
8687	187	before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police i built that	0
8266	8266	you can say a lot of bad things about pedophiles but at least they drive slowly past schools	0
4302	4302	oh boy i cant wait to visit notre dame cathedral on april 15th 2019 fuck the french fuck the french bunch of gay cuckholds	1
1246	1246	me: wanna watch porn or golf? her: porn. you already know how to golf	0
4106	4106	say allahu akbar again... ...go ahead...say it!	1
7598	7598	"then she said, ""go with your other bitch!"" bitch! you are my other bitch!"	0
4129	4129	"""we should make it harder for criminals to get guns..."" ""...if even to prevent one tragedy"" but let's not make it harder for perverts to use the ladies room... ...if even to prevent rape? one"	0
5981	5981	family from mexico crossing border	0
1362	1362	if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you	1
7664	7664	these are kids, these are pigs please dont get us confused	0
5628	5628	he owns an ice cream shop	0
5649	5649	it warms my heart seeing fathers spending time woth their kids	0
4542	4542	texas churches be like... pew pew pew	0
5926	5926	red bull gives you wings vodka gives you 4x4	0
969	969	extremist are brain washing the children	0
3330	3330	mamma! i am hungry!!!!	0
5758	5758	"got braces friend told me ""you're so black, even your teeth are behind bars"""	1
